0.028262,-0.017496,2.9003
0.039029,-0.039029,2.9056
0.012113,-0.026916,2.9326
0.0067297,-0.0053831,2.9433
0.017496,0.0040366,2.8949
0.0013465,-0.037682,2.9272
0.022879,-0.048448,2.9433
0.028262,-0.016149,2.9164
0.022879,-0.033645,2.8949
0.0067297,-0.026916,2.911
0.028262,-0.016149,2.9326
0.033645,-0.028262,2.911
0.022879,-0.021533,2.9272
0.017496,-0.021533,2.9379
0.022879,-0.033645,2.9056
0.033645,-0.039029,2.9218
0.0013465,-0.043065,2.911
0.033645,-0.026916,2.9379
0.022879,-0.032299,2.9272
0.0013465,-0.021533,2.911
0.012113,-0.043065,2.9272
0.022879,-0.044412,2.9056
0.017496,-0.026916,2.9272
-0.002693,-0.037682,2.9487
0.028262,-0.026916,2.9164
0.017496,-0.043065,2.9218
0.017496,-0.0053831,2.911
0.012113,-0.021533,2.8949
0.0067297,-0.0053831,2.911
0.017496,-0.021533,2.911
0.028262,-0.032299,2.9379
0.0067297,-0.043065,2.9218
0.022879,-0.022879,2.9003
0.017496,-0.026916,2.9164
0.012113,-0.021533,2.9164
-0.013459,-0.032299,2.8895
0.022879,-0.021533,2.9218
0.028262,-0.021533,2.9272
0.0067297,-0.021533,2.9272
0.022879,-0.059217,2.9272
0.0067297,-0.016149,2.9218
0.022879,-0.016149,2.911
0.017496,-0.021533,2.911
0.012113,-0.037682,2.9218
0.017496,-0.032299,2.9218
0.012113,-0.039029,2.8949
0.0067297,-0.0053831,2.9164
0.033645,-0.044412,2.911
0.022879,-0.039029,2.9056
0.022879,-0.037682,2.9272
0.0067297,-0.021533,2.9056
0.017496,-0.048448,2.9272
0.017496,-0.032299,2.9164
0.0067297,-0.021533,2.9164
0.033645,-0.022879,2.9056
0.028262,-0.0053831,2.9326
0.039029,-0.010766,2.9527
0.012113,-0.026916,2.9218
0.033645,-0.021533,2.9326
0.022879,-0.032299,2.9326
0.017496,-0.028262,2.8949
0.022879,-0.026916,2.9164
0.012113,-0.037682,2.9218
0.022879,-0.026916,2.9218
0.022879,-0.021533,2.9272
0.044412,-0.022879,2.9326
0.012113,-0.037682,2.9272
0.017496,-0.016149,2.9379
0.017496,-0.010766,2.9164
0.022879,-0.026916,2.9326
0.012113,-0.026916,2.9218
0.017496,-0.039029,2.9003
0.0067297,-0.026916,2.9326
0.012113,-0.0053831,2.9164
-0.002693,-0.016149,2.9003
0.017496,-0.032299,2.9326
0.028262,-0.037682,2.9326
0.033645,-0.044412,2.911
0.012113,-0.0053831,2.9164
0.022879,-0.016149,2.9218
0.0067297,-0.016149,2.9379
0.016149,-0.044412,2.8841
0.0013465,-0.016149,2.9003
0.0067297,-0.059217,2.9218
0.028262,-0.0053831,2.9218
0.012113,-0.032299,2.9003
0.028262,-0.026916,2.9379
0.0067297,-0.043065,2.9218
0.039029,-0.039029,2.9218
0.0013465,-0.032299,2.9218
0.017496,-0.032299,2.9164
0.017496,-0.010766,2.9326
0.017496,-0.032299,2.9056
0.022879,-0.026916,2.9164
0.033645,-0.032299,2.9272
0.012113,-0.026916,2.911
-0.0080762,-0.043065,2.9272
0.028262,-0.016149,2.9164
0.039029,-0.022879,2.911
0.0067297,-0.026916,2.9164
0.012113,-0.043065,2.9326
0.022879,-0.021533,2.9164
0.022879,-0.043065,2.9326
0.012113,-0.032299,2.9056
0.0013465,-0.026916,2.9164
0.0067297,-0.016149,2.8949
0.022879,-0.026916,2.9056
-0.013459,-0.026916,2.9003
0.017496,-0.026916,2.9272
0.017496,-0.010766,2.9003
0.012113,-0.021533,2.9056
0.022879,-0.026916,2.9218
0.017496,-0.022879,2.9003
0.0013465,-0.037682,2.9218
0.0067297,-0.032299,2.9272
0.033645,-0.033645,2.9164
0.012113,-0.043065,2.9218
0.012113,-0.021533,2.9379
0.039029,-0.017496,2.9164
0.033645,-0.016149,2.9326
0.022879,-0.021533,2.9164
-0.0080762,-0.032299,2.9218
-0.0080762,-0.021533,2.9003
0.022879,-0.021533,2.9164
0.022879,-0.026916,2.9272
0.039029,-0.049795,2.9218
0.017496,-0.010766,2.9164
0.0067297,-0.016149,2.9541
0.012113,-0.021533,2.9164
0.028262,-0.026916,2.911
0.028262,-0.028262,2.911
0.0013465,-0.032299,2.9218
0.033645,-0.022879,2.9164
0.0067297,-0.032299,2.9003
0.028262,-0.032299,2.9433
0.022879,-0.032299,2.9326
0.017496,-0.026916,2.911
0.028262,-0.026916,2.9272
0.017496,-0.026916,2.9379
0.028262,-0.017496,2.9056
0.017496,-0.032299,2.9272
0.0067297,-0.016149,2.9326
0.017496,-0.032299,2.9379
0.039029,-0.028262,2.9164
0.022879,-0.043065,2.9433
0.0067297,-0.037682,2.9164
0.022879,-0.021533,2.9272
0.0013465,-0.021533,2.9164
0.012113,-0.026916,2.9272
0.022879,-0.026916,2.9326
0.017496,-0.026916,2.911
0.022879,-0.021533,2.9272
0.012113,-0.039029,2.8895
-0.002693,-0.026916,2.911
0.022879,-0.044412,2.9218
0.017496,-0.032299,2.9164
0.039029,-0.028262,2.9164
-0.0080762,-0.021533,2.9326
0.017496,-0.021533,2.9379
0.017496,-0.037682,2.9056
0.033645,-0.049795,2.9218
0.022879,-0.021533,2.9272
0.022879,-0.026916,2.9272
0.022879,-0.026916,2.911
0.017496,-0.043065,2.9326
0.017496,-0.043065,2.9326
0.037682,-0.049795,2.911
0.033645,-0.049795,2.9218
0.028262,-0.021533,2.9326
0.033645,-0.021533,2.9218
0.0067297,-0.037682,2.9003
0.022879,-0.032299,2.9433
0.022879,-0.022879,2.9164
0.017496,-0.028262,2.9003
0.012113,-0.043065,2.9379
0.022879,-0.037682,2.9218
0.026916,-0.033645,2.8841
0.022879,-0.026916,2.911
0.022879,-0.026916,2.9218
0.044412,-0.022879,2.9204
0.012113,-0.032299,2.9056
0.022879,-0.039029,2.9164
0.017496,-0.043065,2.9379
0.037682,-0.033645,2.8895
0.017496,-0.021533,2.9164
0.033645,-0.028262,2.9164
0.0067297,-0.043065,2.9164
0.022879,-0.053834,2.9326
0.012113,-0.048448,2.911
0.012113,-0.021533,2.9326
0.021533,-0.049795,2.9003
0.017496,-0.021533,2.9218
0.017496,-0.037682,2.9433
0.022879,-0.049795,2.911
0.021533,-0.055178,2.9003
0.022879,-0.032299,2.9272
0.012113,-0.032299,2.9272
0.022879,-0.037682,2.9487
0.022879,-0.044412,2.911
0.033645,-0.039029,2.911
0.022879,-0.037682,2.9272
0.012113,-0.021533,2.9272
0.037682,-0.055178,2.9218
0.022879,-0.039029,2.9164
0.0013465,-0.032299,2.9164
0.033645,-0.033645,2.9272
0.012113,-0.026916,2.9272
0.022879,-0.022879,2.8895
0.017496,-0.026916,2.9379
0.012113,-0.010766,2.9218
0.033645,-0.044412,2.9326
0.017496,-0.026916,2.9272
0.012113,-0.016149,2.9433
0.012113,-0.053834,2.9164
0.017496,-0.032299,2.9379
0.022879,-0.043065,2.9487
0.028262,-0.032299,2.9433
0.033645,-0.039029,2.9056
0.039029,-0.028262,2.911
0.022879,-0.016149,2.9218
0.022879,-0.016149,2.911
0.028262,-0.039029,2.9218
0.022879,-0.016149,2.9218
0.012113,-0.053834,2.9326
0.012113,-0.043065,2.911
0.022879,-0.043065,2.9272
0.033645,-0.028262,2.9218
0.028262,-0.044412,2.9164
0.017496,-0.0053831,2.9164
0.012113,-0.016149,2.9164
0.022879,-0.049795,2.9164
0.049795,-0.039029,2.9487
0.033645,-0.028262,2.9003
0.022879,-0.037682,2.9379
0.022879,-0.010766,2.911
0.028262,-0.037682,2.9379
0.033645,-0.033645,2.9056
0.022879,-0.033645,2.9056
0.028262,-0.028262,2.911
0.012113,-0.021533,2.9056
0.028262,-0.028262,2.9164
0.033645,-0.033645,2.9056
0.012113,-0.026916,2.9487
0.0067297,-0.026916,2.9164
0.017496,-0.021533,2.9164
0.017496,-0.048448,2.9379
0.028262,-0.043065,2.9272
0.039029,-0.033645,2.9164
0.044412,-0.017496,2.9097
0.017496,-0.043065,2.9164
0.017496,-0.037682,2.9056
0.012113,-0.032299,2.9164
0.033645,-0.049795,2.9326
0.012113,-0.043065,2.9326
0.022879,-0.037682,2.9164
0.033645,-0.039029,2.9164
0.017496,-0.037682,2.9218
0.017496,-0.026916,2.9379
0.033645,-0.032299,2.9326
0.012113,-0.016149,2.9056
0.017496,-0.043065,2.9272
0.017496,-0.017496,2.9056
0.0067297,-0.048448,2.9218
0.017496,-0.026916,2.911
0.017496,-0.016149,2.9164
0.017496,-0.060561,2.9218
0.0067297,-0.032299,2.9272
0.044412,-0.022879,2.9164
0.022879,-0.043065,2.9218
0.0013465,-0.043065,2.9003
0.028262,-0.039029,2.9164
0.028262,-0.016149,2.9056
0.033645,-0.010766,2.9218
0.032299,-0.060561,2.8949
0.039029,-0.017496,2.9218
0.012113,-0.021533,2.9003
0.012113,-0.032299,2.9164
0.022879,-0.049795,2.911
0.012113,-0.026916,2.911
0.0013465,-0.048448,2.9056
0.022879,-0.010766,2.9218
0.012113,-0.021533,2.9272
0.028262,-0.043065,2.9326
0.017496,-0.021533,2.9003
0.012113,-0.037682,2.9326
0.012113,-0.032299,2.9218
0.017496,-0.033645,2.911
-0.002693,-0.032299,2.9218
-0.002693,-0.021533,2.9326
0.017496,-0.032299,2.9164
0.039029,-0.039029,2.9056
0.022879,-0.037682,2.9218
0.028262,-0.012113,2.9056
0.012113,-0.037682,2.9003
0.022879,-0.017496,2.8895
0.017496,-0.048448,2.9272
0.022879,-0,2.8949
0.0067297,-0.026916,2.8949
0.0067297,-0.021533,2.9056
0.044412,-0.033645,2.9272
-0.0080762,-0.016149,2.9326
0.033645,-0.022879,2.911
0.037682,-0.055178,2.9164
0.022879,-0.037682,2.9164
0.039029,-0.055178,2.9272
0.017496,-0.032299,2.9164
0.012113,-0.021533,2.911
0.039029,-0.022879,2.9164
0.028262,-0.017496,2.911
0.022879,-0.010766,2.911
0.028262,-0.022879,2.911
0.0067297,-0.037682,2.911
0.017496,-0.049795,2.9056
0.022879,-0.039029,2.9056
0.022879,-0.021533,2.9218
0.022879,-0.032299,2.9272
0.043065,-0.044412,2.9056
0.022879,-0.026916,2.9218
0.012113,-0.053834,2.9326
0.028262,-0.033645,2.9164
0.028262,-0.033645,2.9164
0.028262,-0.032299,2.9272
0.012113,-0.039029,2.8895
0.022879,-0.010766,2.9164
0.028262,-0.016149,2.9218
0.012113,-0.032299,2.9272
0.012113,-0.021533,2.8949
0.017496,-0.010766,2.911
0.028262,-0.037682,2.9218
0.0013465,-0.032299,2.9218
0.022879,-0.028262,2.9164
0.012113,-0.016149,2.9164
0.012113,-0.037682,2.9056
0.017496,-0.028262,2.8895
0.012113,-0.043065,2.9164
0.017496,-0.016149,2.9218
0.022879,-0.026916,2.9272
0.028262,-0.039029,2.9056
0.022879,-0.037682,2.9272
0.048448,-0.049795,2.9003
0.012113,-0.044412,2.9003
0.017496,-0.049795,2.9164
0.028262,-0.032299,2.9326
0.012113,-0.021533,2.9164
0.022879,-0.032299,2.9272
0.017496,-0.032299,2.911
0.033645,-0.039029,2.9164
0.0067297,-0.037682,2.9272
0.028262,-0.021533,2.9541
0.033645,-0.028262,2.9003
0.028262,-0.016149,2.9218
0.0013465,-0.026916,2.9487
0.028262,-0.033645,2.9164
0.0013465,-0.026916,2.9056
0.012113,-0.043065,2.9164
0.022879,-0.021533,2.9379
0.012113,-0.021533,2.9164
0.037682,-0.055178,2.911
0.012113,-0.037682,2.9379
0.0067297,-0.032299,2.9272
0.0013465,-0.032299,2.911
0.012113,-0.037682,2.9379
0.022879,-0.010766,2.9379
0.017496,-0.021533,2.9056
0.012113,-0.026916,2.911
0.017496,-0.044412,2.9003
0.0013465,-0.037682,2.911
0.012113,-0.032299,2.9056
-0.002693,-0.032299,2.9326
0.022879,-0.037682,2.9379
0.028262,-0.022879,2.8895
0.017496,-0.028262,2.8895
0.033645,-0.032299,2.9218
0.039029,-0.039029,2.911
0.028262,-0.022879,2.911
0.022879,-0.043065,2.9272
0.028262,-0.032299,2.9272
0.012113,-0.021533,2.9218
0.017496,-0.026916,2.9379
0.0067297,-0.032299,2.9272
0.017496,-0.032299,2.9218
0.0067297,-0.032299,2.9003
0.017496,-0.021533,2.9379
0.012113,-0.026916,2.9379
0.0067297,-0.032299,2.9003
0.017496,-0.021533,2.9218
0.0067297,-0.037682,2.9379
0.039029,-0.022879,2.9272
0.0067297,-0.0053831,2.9218
0.0013465,-0.026916,2.9595
0.022879,-0.022879,2.911
0.022879,-0.028262,2.911
0.022879,-0.037682,2.9164
0.012113,-0.026916,2.9164
0.021533,-0.055178,2.911
0.033645,-0.021533,2.9326
0.039029,-0.039029,2.9218
0.012113,-0.032299,2.9003
0.0013465,-0.037682,2.911
0.017496,-0.043065,2.9326
0.0067297,-0.053834,2.9164
0.028262,-0.039029,2.9164
0.017496,-0.021533,2.9272
0.0067297,-0.043065,2.9164
0.028262,-0.044412,2.9164
0.022879,-0.032299,2.9272
0.033645,-0.033645,2.9218
0.033645,-0.033645,2.9164
0.012113,-0.048448,2.9272
0.0067297,-0.026916,2.9056
0.017496,-0.010766,2.9326
0.022879,-0.021533,2.9164
0.055178,-0.028262,2.911
0.0067297,-0.037682,2.9379
0.017496,-0.016149,2.9164
0.017496,-0.012113,2.8841
0.012113,-0.021533,2.9326
0.017496,-0.032299,2.9164
0.021533,-0.033645,2.8841
0.012113,-0.032299,2.911
0.028262,-0.021533,2.9326
0.028262,-0.039029,2.9218
0.017496,-0.010766,2.9218
-0.029609,-0.053834,2.9326
0.012113,-0.032299,2.911
0.012113,-0.043065,2.9272
0.0067297,-0.043065,2.9379
0.028262,-0.043065,2.9272
0.012113,-0.026916,2.911
0.022879,-0.055178,2.9164
0.028262,-0.044412,2.911
0.017496,-0.026916,2.9218
0.017496,-0.032299,2.9379
0.022879,-0.021533,2.9272
-0.002693,-0.016149,2.9218
0.0067297,-0.032299,2.9218
0.028262,-0.032299,2.9379
0.016149,-0.049795,2.9056
0.028262,-0.033645,2.9003
0.017496,-0.010766,2.911
0.012113,-0.037682,2.9272
0.017496,-0.033645,2.8949
0.028262,-0.016149,2.9218
0.0067297,-0.021533,2.9272
0.017496,-0.032299,2.911
0.033645,-0.017496,2.9003
0.0013465,-0.021533,2.911
0.012113,-0.021533,2.9272
0.022879,-0.032299,2.9164
0.049795,-0.028262,2.9218
0.022879,-0.043065,2.9433
0.017496,-0.032299,2.9164
0.0067297,-0.026916,2.9326
0.017496,-0.032299,2.9272
0.033645,-0.026916,2.9433
0.022879,-0.017496,2.8949
0.017496,-0.026916,2.9326
0.028262,-0.021533,2.9433
0.017496,-0.016149,2.9218
0.012113,-0.021533,2.9218
0.012113,-0.043065,2.9272
0.033645,-0.033645,2.911
0.0067297,-0.026916,2.9272
0.012113,-0.032299,2.9164
0.022879,-0.049795,2.9272
0.0067297,-0.032299,2.9003
0.0013465,-0.010766,2.9272
0.012113,-0.048448,2.9164
0.028262,-0.033645,2.9272
0.028262,-0.022879,2.9003
-0.002693,-0.021533,2.9272
0.039029,-0.028262,2.9218
0.0013465,-0.010766,2.9164
0.028262,-0.032299,2.9218
0.028262,-0.032299,2.9326
-0.002693,-0.043065,2.9164
0.022879,-0.033645,2.9056
-0.002693,-0.026916,2.9433
0.028262,-0.037682,2.9487
0.028262,-0.010766,2.9218
0.012113,-0.032299,2.9164
0.017496,-0.026916,2.9272
0.012113,-0.026916,2.9164
0.0067297,-0.037682,2.911
0.022879,-0.032299,2.9218
0.012113,-0.044412,2.8949
0.022879,-0,2.9272
0.0067297,-0.021533,2.911
0.044412,-0.033645,2.9164
0.017496,-0.032299,2.9218
0.022879,-0.021533,2.9218
0.022879,-0.021533,2.9164
0.022879,-0.037682,2.9164
0.012113,-0.048448,2.9379
0.026916,-0.049795,2.8895
0.0067297,-0.037682,2.9056
0.0013465,-0.026916,2.9164
0.039029,-0.017496,2.9218
0.012113,-0.021533,2.9218
0.0013465,-0.032299,2.911
0.012113,-0.032299,2.9218
0.028262,-0.026916,2.9272
0.0067297,-0.026916,2.9272
0.012113,-0.0053831,2.9218
0.0013465,-0.053834,2.9433
0.012113,-0.048448,2.911
0.033645,-0.016149,2.9379
0.012113,-0.032299,2.9164
0.0067297,-0.037682,2.9272
0.017496,-0.0053831,2.9056
-0.0080762,-0.032299,2.9326
0.039029,-0.012113,2.9218
0.028262,-0.044412,2.9218
0.033645,-0.028262,2.9272
0.033645,-0.0067297,2.9164
0.017496,-0.026916,2.9003
0.017496,-0.021533,2.9326
0.022879,-0.026916,2.9272
0.039029,-0.039029,2.9164
0.033645,-0.044412,2.9272
0.039029,-0.033645,2.9433
0.0013465,-0.032299,2.9003
0.022879,-0.032299,2.9218
0.028262,-0.026916,2.9218
-0.002693,-0.032299,2.911
0.012113,-0.053834,2.9164
0.022879,-0.055178,2.9218
0.022879,-0.032299,2.9218
0.033645,-0.028262,2.9326
0.033645,-0.044412,2.9326
0.012113,-0.037682,2.9218
0.0013465,-0.016149,2.9379
0.039029,-0.016149,2.9433
0.022879,-0.037682,2.9433
0.028262,-0.026916,2.9326
0.0067297,-0.026916,2.911
0.012113,-0.032299,2.9164
0.017496,-0.032299,2.911
0.017496,-0.037682,2.911
0.028262,-0.033645,2.9164
0.0067297,-0.032299,2.9487
0.012113,-0.010766,2.9218
0.022879,-0.033645,2.9003
0.017496,-0.026916,2.9056
0.017496,-0.016149,2.9326
0.028262,-0.021533,2.9164
0.0067297,-0.032299,2.911
0.028262,-0.033645,2.9218
0.0067297,-0.026916,2.9003
0.017496,-0.033645,2.9003
0.017496,-0.026916,2.911
-0.002693,-0.037682,2.9003
0.012113,-0.048448,2.9272
0.022879,-0.021533,2.911
0.022879,-0.032299,2.9272
0.017496,-0.021533,2.9003
0.028262,-0.021533,2.9326
0.022879,-0.026916,2.9218
0.0013465,-0.021533,2.9164
0.028262,-0.028262,2.9218
0.028262,-0.022879,2.9003
0.022879,-0.043065,2.9272
0.022879,-0.016149,2.9272
0.012113,-0.043065,2.9272
0.022879,-0.032299,2.9272
0.022879,-0.026916,2.9272
0.022879,-0.012113,2.9003
0.022879,-0.037682,2.9326
0.032299,-0.039029,2.8949
0.028262,-0.037682,2.9379
0.0067297,-0.026916,2.9164
0.028262,-0.033645,2.911
0.0067297,-0.0053831,2.9056
